Date	Precipitation[mm]	Temperature[degC]	Temperature_Daylight[degC]	PAR[µmolm-2s-1]	Daylength[h]	PET[mm]
2013-04-11	6.608231	9.097026	10.574066	250.124468	13.604177	1.561308
2013-04-12	9.779379	9.884816	10.513561	261.834190	13.668238	1.719956
2013-04-13	1.306912	9.373352	10.777731	440.311806	13.732123	1.629152
2013-04-14	0.023377	10.656647	12.963284	310.525579	13.795822	1.886915
2013-04-15	0.000852	15.069026	17.908226	552.760139	13.859324	2.783310
2013-04-16	0.529473	13.791905	15.871334	476.335231	13.922619	2.534546
2013-04-17	0.002599	14.777328	16.366946	392.390787	13.985693	2.748475
2013-04-18	0.211645	16.389746	19.033240	513.831296	14.048535	3.096723
2013-04-19	0.355765	11.222819	12.749642	416.845972	14.111133	2.044048
2013-04-20	0.008782	7.434937	7.627414	418.882639	14.173472	1.300616
2013-04-21	0.002896	10.556071	11.836399	438.789352	14.235540	1.926695
2013-04-22	0.067515	10.908635	12.412641	337.353912	14.297321	2.006838
2013-04-23	0.003212	11.755737	13.433498	461.963472	14.358801	2.189700
2013-04-24	0.000907	13.666835	15.103077	482.625972	14.419963	2.598706
2013-04-25	0.000426	15.870972	17.563627	510.808981	14.480793	3.080187
2013-04-26	6.926496	16.746572	19.153456	516.683657	14.541273	3.282796
2013-04-27	9.898398	6.600937	6.395006	84.404016	14.601385	1.174303
2013-04-28	3.353180	8.330165	8.922161	394.080417	14.661113	1.526094
2013-04-29	1.202484	10.490239	11.924425	345.784838	14.720436	1.978552
2013-04-30	0.891893	9.544148	10.765595	315.518403	14.779335	1.788847
2013-05-01	0.125009	10.667633	11.455141	311.326528	14.837791	2.031750
2013-05-02	0.314696	11.711064	12.418715	212.590509	14.895783	2.262021
2013-05-03	0.048979	11.530782	12.469248	382.644861	14.953290	2.232031
2013-05-04	3.486377	11.241343	12.424712	332.287199	15.010288	2.178273
2013-05-05	0.052460	13.543716	15.375289	625.856296	15.066756	2.688163
2013-05-06	1.065114	14.599355	16.673274	576.106435	15.122671	2.932258
2013-05-07	13.101557	15.088547	16.025532	278.392616	15.178007	3.052513
2013-05-08	0.088433	16.553473	18.329739	517.567130	15.232740	3.394966
2013-05-09	3.075771	16.626947	18.375893	528.319259	15.286846	3.423794
2013-05-10	0.277515	14.449997	15.807602	412.978889	15.340297	2.940737
2013-05-11	1.507271	12.695541	13.992088	490.533565	15.393067	2.556362
2013-05-12	4.705678	10.549245	11.590503	464.294861	15.445128	2.088907
2013-05-13	0.250733	9.818375	10.481330	281.866782	15.496454	1.935485
2013-05-14	0.734055	12.990382	14.263656	498.082963	15.547015	2.648491
2013-05-15	1.503031	16.214560	18.289047	654.394630	15.596782	3.397286
2013-05-16	0.203026	17.534796	18.994517	605.284306	15.645726	3.716914
2013-05-17	4.869528	18.374701	19.791694	588.360185	15.693816	3.926837
2013-05-18	10.917362	13.096664	13.237730	205.534097	15.741023	2.705875
2013-05-19	1.201810	14.444072	15.984855	559.883935	15.787316	3.025055
2013-05-20	3.318119	13.493077	14.147736	392.499167	15.832663	2.813107
2013-05-21	0.550774	12.579173	13.630337	486.885046	15.877033	2.609954
2013-05-22	9.521753	9.306706	9.471738	152.295833	15.920394	1.873881
2013-05-23	0.021614	9.174927	9.829401	478.934491	15.962715	1.849390
2013-05-24	1.254708	8.186397	8.650951	265.038542	16.003963	1.634028
2013-05-25	6.596950	9.511292	10.533513	425.846019	16.044107	1.934521
2013-05-26	26.076942	8.771129	8.911904	71.952089	16.083115	1.772641
2013-05-27	3.607690	10.112274	10.361052	139.286019	16.120955	2.080412
2013-05-28	2.670009	12.566533	13.747469	485.999861	16.157594	2.653116
2013-05-29	7.184053	12.572337	13.840501	448.428935	16.193003	2.660292
2013-05-30	12.039478	11.964203	12.422773	271.064514	16.227149	2.523318
2013-05-31	20.110283	14.586609	15.206963	193.994525	16.260002	3.149733
2013-06-01	10.126122	14.251256	15.222838	239.838403	16.291533	3.075504
2013-06-02	17.836380	10.545293	10.609412	123.491053	16.321712	2.206546
2013-06-03	0.899610	11.260554	11.732476	318.869074	16.350509	2.377260
2013-06-04	0.388800	12.963933	13.830127	342.243796	16.377898	2.783737
2013-06-05	0.001731	13.987523	15.323063	767.099907	16.403851	3.033237
2013-06-06	0.000426	15.449382	17.183009	670.149491	16.428342	3.391685
2013-06-07	0.040109	17.322077	18.907150	668.197083	16.451347	3.855773
2013-06-08	3.447145	17.588278	18.840268	555.738148	16.472841	3.926645
2013-06-09	3.193659	16.911652	18.035885	499.509537	16.492803	3.764081
2013-06-10	2.150455	15.821106	16.429561	462.957824	16.511210	3.499842
2013-06-11	1.459423	16.034266	17.139889	552.797685	16.528045	3.555780
2013-06-12	0.120805	17.593637	19.039639	620.945278	16.543288	3.944770
2013-06-13	0.734088	20.607880	21.976163	569.692361	16.556923	4.704570
2013-06-14	8.656473	15.606685	16.371800	494.191157	16.568936	3.459346
2013-06-15	0.088578	16.991272	18.532832	542.196667	16.579313	3.803580
2013-06-16	0.044005	17.370886	18.399281	604.293009	16.588043	3.899958
2013-06-17	0.004290	19.093042	20.655539	687.451250	16.595116	4.332707
2013-06-18	0.045122	22.551355	23.919767	704.698380	16.600525	5.212601
2013-06-19	0.001338	26.028540	27.612698	698.336944	16.604265	6.087844
2013-06-20	3.002025	25.222662	26.489889	673.928472	16.606331	5.903474
2013-06-21	15.406043	20.492746	21.066936	635.540278	16.606722	4.689501
2013-06-22	0.004002	19.031168	19.933144	564.636019	16.605438	4.319828
2013-06-23	0.297101	18.075928	18.865139	552.208565	16.602481	4.079379
2013-06-24	0.599019	16.342218	16.957000	491.454907	16.597855	3.646910
2013-06-25	4.804715	13.408931	13.642070	245.518102	16.591567	2.927572
2013-06-26	1.634711	12.417343	12.995605	338.995069	16.583623	2.687253
2013-06-27	0.861587	13.450134	14.612654	608.345741	16.574035	2.934443
2013-06-28	0.480639	14.068873	15.222285	564.397963	16.562813	3.082384
2013-06-29	1.865493	14.010295	14.580954	156.300775	16.549972	3.065780
2013-06-30	0.457623	13.293101	13.757901	323.001528	16.535525	2.889754
2013-07-01	1.019296	18.296021	19.792611	670.023102	16.519490	4.113816
2013-07-02	5.240973	18.092447	19.238594	570.269491	16.501886	4.058770
2013-07-03	7.754333	18.871531	20.028978	528.579306	16.482732	4.248049
2013-07-04	0.644527	19.367889	20.224309	457.118750	16.462050	4.366612
2013-07-05	1.033297	19.442698	20.591730	536.540417	16.439861	4.379403
2013-07-06	0.350927	19.019403	20.119987	589.514583	16.416191	4.267670
2013-07-07	0.000426	18.589502	20.063883	745.877963	16.391064	4.154488
2013-07-08	0.000435	19.519384	21.127110	723.127824	16.364507	4.378396
2013-07-09	0.008976	20.615305	22.131147	638.020139	16.336546	4.643805
2013-07-10	0.002878	18.451385	19.617612	625.498472	16.307209	4.099201
2013-07-11	0.448830	16.767691	17.531993	433.913750	16.276526	3.679680
2013-07-12	0.100849	17.061075	17.888425	545.989769	16.244526	3.743752
2013-07-13	0.403108	17.751617	18.940882	520.194444	16.211240	3.904093
2013-07-14	0.279905	16.925207	17.902551	366.248843	16.176697	3.695218
2013-07-15	0.004804	16.988846	17.971796	532.144722	16.140929	3.702421
2013-07-16	0.000000	19.190847	20.950128	702.397176	16.103967	4.228361
2013-07-17	0.001714	20.778986	22.095484	616.486898	16.065844	4.607073
2013-07-18	0.004857	21.358826	22.722657	600.913704	16.026591	4.738213
2013-07-19	0.001716	21.293997	22.692509	692.556250	15.986239	4.710381
2013-07-20	0.583326	19.919205	20.823724	399.604259	15.944822	4.363094
2013-07-21	0.000000	20.979507	22.640875	721.487315	15.902370	4.609009
2013-07-22	0.000000	23.241434	24.956055	722.892870	15.858916	5.148952
2013-07-23	0.000000	24.152502	25.694186	695.126065	15.814491	5.358144
2013-07-24	3.783005	23.055786	24.802021	594.324815	15.769128	5.074480
2013-07-25	1.933705	22.384842	23.477673	556.032500	15.722855	4.896612
2013-07-26	0.041962	24.680237	26.377846	571.269630	15.675706	5.439932
2013-07-27	1.128413	25.633154	26.974013	578.973657	15.627709	5.655907
2013-07-28	2.125257	26.128607	27.734281	558.563426	15.578895	5.754391
2013-07-29	16.320890	20.686905	21.687149	351.122454	15.529294	4.431337
2013-07-30	1.362934	20.053656	20.839051	526.094491	15.478933	4.267318
2013-07-31	0.079879	20.339432	21.168643	343.929745	15.427842	4.320482
2013-08-01	0.002147	22.440948	24.254023	643.582269	15.376048	4.801913
2013-08-02	0.000023	25.842682	28.052616	662.955741	15.323579	5.596118
2013-08-03	3.036680	25.146973	27.180314	582.322454	15.270461	5.410521
2013-08-04	40.185928	21.769119	22.723368	419.892407	15.216720	4.594687
2013-08-05	0.353197	22.192596	23.163264	462.789120	15.162382	4.677122
2013-08-06	6.565837	23.734259	25.740504	531.295185	15.107470	5.020420
2013-08-07	1.660872	21.883169	22.811535	424.035648	15.052009	4.571358
2013-08-08	11.169505	21.071680	21.966747	407.972315	14.996023	4.367496
2013-08-09	0.010445	18.215759	18.881551	368.387963	14.939533	3.702273
2013-08-10	2.003124	18.782587	20.221687	543.298843	14.882563	3.815604
2013-08-11	0.214195	16.719721	17.239961	365.313403	14.825132	3.340930
2013-08-12	10.464251	17.611496	19.168674	416.146898	14.767262	3.525237
2013-08-13	2.782494	16.220642	17.430357	541.637500	14.708972	3.205236
2013-08-14	0.192117	14.768971	16.240203	447.868287	14.650282	2.877275
2013-08-15	0.121943	16.185904	18.124985	423.483287	14.591211	3.172026
2013-08-16	0.000852	19.721573	21.670468	593.167315	14.531775	3.932716
2013-08-17	0.000852	20.670450	22.700027	514.619306	14.471993	4.125991
2013-08-18	0.967984	20.785975	22.566199	307.896551	14.411882	4.134320
2013-08-19	3.593521	19.169998	20.247936	287.182431	14.351456	3.763672
2013-08-20	0.824973	16.776495	17.888123	408.541667	14.290732	3.232626
2013-08-21	0.121565	16.475159	17.933555	407.584444	14.229724	3.154790
2013-08-22	0.000849	17.633341	19.386305	544.888194	14.168446	3.386939
2013-08-23	1.427989	16.829538	18.177175	360.662685	14.106913	3.202233
2013-08-24	0.000000	18.621262	20.031816	539.631759	14.045137	3.566631
2013-08-25	0.004823	18.539846	19.615837	381.228958	13.983132	3.533678
2013-08-26	0.047273	17.496933	18.123399	358.495718	13.920908	3.299237
2013-08-27	0.266530	16.594116	17.557341	354.949745	13.858477	3.097088
2013-08-28	0.538985	16.801010	18.397215	387.864005	13.795852	3.125738
2013-08-29	0.030573	17.639511	19.447479	457.095231	13.733041	3.284130
2013-08-30	0.105886	18.521235	20.310187	376.887731	13.670056	3.450716
2013-08-31	2.097035	17.856817	19.761020	330.579745	13.606906	3.298438
2013-09-01	0.657024	14.593129	15.459170	313.592963	13.543601	2.624838
2013-09-02	1.879364	14.966908	14.668226	79.818044	13.480150	2.686830
2013-09-03	1.144529	17.766968	18.341708	151.942986	13.416560	3.234159
2013-09-04	0.587321	18.072332	19.003162	173.588657	13.352841	3.280189
2013-09-05	0.001385	19.091925	20.969916	463.345880	13.289000	3.469310
2013-09-06	0.000000	19.761429	21.997763	498.254630	13.225045	3.587097
2013-09-07	0.000000	20.279083	22.599542	483.075463	13.160983	3.673539
2013-09-08	2.698116	18.749002	20.661742	266.064583	13.096822	3.351119
2013-09-09	33.507515	13.723312	14.294255	190.517986	13.032567	2.359438
2013-09-10	2.830679	13.751328	15.075226	321.820648	12.968225	2.353104
2013-09-11	6.280853	11.710281	12.259938	124.741852	12.903804	1.959380
2013-09-12	1.001013	11.647130	12.710653	247.095394	12.839308	1.937934
2013-09-13	1.547073	13.715347	15.181098	325.967963	12.774744	2.311273
2013-09-14	0.124065	15.018463	16.147047	256.849815	12.710117	2.543026
2013-09-15	0.051733	15.051936	15.426564	161.699086	12.645433	2.536336
2013-09-16	4.443584	13.308533	13.910835	114.060243	12.580697	2.201437
2013-09-17	0.215517	10.668523	11.738171	321.874259	12.515916	1.713972
2013-09-18	4.222556	11.148880	12.181916	173.969190	12.451093	1.790416
2013-09-19	0.523845	11.674418	12.912219	278.132824	12.386234	1.874405
2013-09-20	1.971331	12.987167	13.837012	198.105694	12.321345	2.098410
2013-09-21	0.771894	13.394821	14.524213	203.540185	12.256430	2.160117
2013-09-22	0.011833	14.311152	15.773665	250.179931	12.191494	2.312228
2013-09-23	0.586221	15.760208	16.525554	165.169144	12.126543	2.559468
2013-09-24	0.368733	15.158585	16.163603	163.146435	12.061581	2.438242
2013-09-25	0.499507	13.972260	14.407792	110.971319	11.996613	2.215611
2013-09-26	2.603472	12.815776	13.429182	180.986921	11.931645	2.002332
2013-09-27	0.123315	10.612823	11.388934	235.209931	11.866682	1.615660
2013-09-28	0.000000	9.933095	12.086529	346.336412	11.801730	1.493126
2013-09-29	0.000428	9.869349	11.488577	368.983241	11.736793	1.474349
2013-09-30	0.000840	8.971293	10.323807	364.831019	11.671877	1.319033
2013-10-01	0.000382	8.460968	9.598278	319.322338	11.606988	1.229237
2013-10-02	0.000000	8.541295	10.049778	361.509306	11.542131	1.235241
2013-10-03	0.000852	7.547628	9.452085	361.717847	11.477314	1.070918
2013-10-04	0.000852	9.266688	11.082849	278.033750	11.412542	1.336890
2013-10-05	2.408633	11.382294	12.396745	144.168356	11.347821	1.669688
2013-10-06	1.151228	11.760437	12.001005	33.842199	11.283159	1.721431
2013-10-07	0.250334	13.149449	13.877033	81.771771	11.218562	1.937085
2013-10-08	0.027491	12.937149	14.280266	243.648588	11.154038	1.891500
2013-10-09	4.770263	13.293529	14.335147	125.151910	11.089595	1.938091
2013-10-10	11.561964	9.333481	9.026511	43.713955	11.025240	1.301845
2013-10-11	24.011494	7.939356	8.888055	28.872167	10.960981	1.081753
2013-10-12	2.230917	7.803751	9.148423	92.887477	10.896828	1.055076
2013-10-13	0.185175	7.104248	9.229542	197.847662	10.832790	0.945163
2013-10-14	1.629222	8.777852	11.304217	191.256806	10.768876	1.187927
2013-10-15	5.314581	10.126857	11.722631	137.726794	10.705097	1.383704
2013-10-16	0.315845	9.176727	10.465808	138.400706	10.641462	1.233155
2013-10-17	0.852231	11.797394	13.143177	192.619525	10.577982	1.619468
2013-10-18	0.477124	10.607727	11.625262	118.987153	10.514670	1.430820
2013-10-19	0.000518	10.796269	12.125526	248.214051	10.451537	1.450282
2013-10-20	3.176535	15.428660	16.762797	134.078113	10.388596	2.141571
2013-10-21	0.439167	14.842834	16.108216	168.356424	10.325859	2.039218
2013-10-22	0.000000	16.226492	18.419154	221.735671	10.263341	2.237382
2013-10-23	0.001601	17.030100	18.376008	126.319375	10.201056	2.346228
2013-10-24	0.515643	14.197830	15.697396	157.661910	10.139020	1.906083
2013-10-25	0.119796	12.880066	13.880526	106.660521	10.077247	1.700541
2013-10-26	0.280584	16.843210	17.936113	142.893438	10.015754	2.275598
2013-10-27	8.052488	15.874329	17.323283	175.054387	9.954558	2.117915
2013-10-28	0.541748	15.525966	17.532436	164.643854	9.893678	2.053811
2013-10-29	0.000858	11.792134	12.791330	183.080764	9.833131	1.504689
2013-10-30	0.020095	8.892451	10.188133	188.891968	9.772937	1.093679
2013-10-31	0.000441	6.843587	8.746903	210.150856	9.713116	0.813068
2013-11-01	0.341538	8.379390	9.526015	91.634109	9.653689	1.011450
2013-11-02	6.213440	11.545720	12.482297	31.048021	9.594677	1.434225
2013-11-03	3.815726	10.031331	10.413808	86.235984	9.536103	1.219720
2013-11-04	1.924601	9.286672	9.889430	83.816209	9.477991	1.112927
2013-11-05	1.254587	7.045161	8.275637	125.328368	9.420364	0.814353
2013-11-06	4.442718	7.806559	8.806024	151.085394	9.363248	0.906950
2013-11-07	6.330065	13.203731	14.345471	20.827512	9.306668	1.614318
2013-11-08	12.795206	10.121552	10.212575	81.096053	9.250650	1.195012
2013-11-09	1.654070	9.433253	9.960851	157.034144	9.195223	1.098635
2013-11-10	1.011497	6.670624	7.388700	91.812465	9.140415	0.743718
2013-11-11	0.169014	5.944585	7.149669	87.596563	9.086254	0.650646
2013-11-12	0.823570	3.988485	4.451445	138.858472	9.032771	0.415560
2013-11-13	1.434586	6.089716	7.420816	70.933119	8.979996	0.660465
2013-11-14	0.012113	2.498601	2.776069	88.601198	8.927960	0.244559
2013-11-15	0.097993	3.540894	4.150696	70.137286	8.876696	0.357892
2013-11-16	0.019668	2.745773	3.861237	121.863079	8.826237	0.268427
2013-11-17	0.107109	1.900070	2.817768	48.864624	8.776616	0.177463
2013-11-18	0.046140	5.254827	6.253290	60.191105	8.727867	0.545110
2013-11-19	1.102960	5.853872	6.609560	88.283808	8.680025	0.611050
2013-11-20	15.253293	3.393219	3.001743	20.136808	8.633125	0.332015
2013-11-21	3.181445	2.003387	2.229967	33.431163	8.587202	0.184131
2013-11-22	1.885506	3.328659	3.395685	12.735645	8.542294	0.321599
2013-11-23	1.585958	4.883865	4.996490	16.914546	8.498435	0.489402
2013-11-24	0.433919	2.957265	3.968749	43.349783	8.455664	0.279207
2013-11-25	0.006787	-0.172460	1.251186	122.097176	8.414017	0.000000
2013-11-26	0.063050	-1.073471	0.304310	109.514792	8.373530	0.000000
2013-11-27	0.049351	-0.866109	-0.205671	90.571719	8.334240	0.000000
2013-11-28	1.008629	4.122131	4.932198	28.739008	8.296186	0.395878
2013-11-29	3.197334	4.291168	4.613914	44.195605	8.259402	0.412080
2013-11-30	2.704756	3.608297	3.987275	20.507940	8.223926	0.338578
2013-12-01	0.299206	4.778463	5.363964	51.646395	8.189794	0.460357
2013-12-02	0.018591	2.647680	2.949635	61.442541	8.157040	0.238269
2013-12-03	0.001961	0.259898	1.971013	95.915446	8.125701	0.018105
2013-12-04	1.325055	1.562795	1.758159	53.255631	8.095809	0.131811
2013-12-05	4.372716	2.706813	2.562200	53.347847	8.067399	0.241492
2013-12-06	0.925701	1.408778	2.105419	93.590590	8.040502	0.116686
2013-12-07	1.895860	1.439504	1.755880	60.794329	8.015149	0.119134
2013-12-08	1.641413	5.228857	5.475251	54.220885	7.991371	0.496377
2013-12-09	6.455348	7.121745	7.177549	6.830035	7.969197	0.697213
2013-12-10	0.655204	6.956690	7.283265	10.520680	7.948652	0.677570
2013-12-11	0.048429	5.636480	6.256100	39.430269	7.929763	0.535297
2013-12-12	0.019572	3.987534	4.578858	60.403079	7.912554	0.363928
2013-12-13	0.007333	2.115794	3.208343	89.976505	7.897046	0.179897
2013-12-14	0.177762	2.143539	2.498942	60.161753	7.883260	0.182196
2013-12-15	0.454413	3.733159	4.691622	22.077449	7.871214	0.336513
2013-12-16	0.000426	5.606944	7.547220	99.149456	7.860924	0.527568
2013-12-17	0.000000	4.879099	7.109162	84.703947	7.852404	0.451709
2013-12-18	0.000435	3.271286	5.659396	57.941493	7.845666	0.289733
2013-12-19	0.057518	5.740112	7.160522	38.014653	7.840719	0.540086
2013-12-20	0.092002	4.785014	6.053986	35.656395	7.837571	0.441227
2013-12-21	0.001705	3.806005	4.442006	71.048877	7.836226	0.342272
2013-12-22	0.877263	8.796962	9.202847	29.485466	7.836687	0.866561
2013-12-23	2.351867	7.404912	7.375769	77.511939	7.838954	0.716115
2013-12-24	0.000435	9.514252	10.139528	50.751649	7.843025	0.946000
2013-12-25	5.976010	8.717906	9.373163	44.997841	7.848896	0.859268
2013-12-26	4.077174	5.396459	6.184991	22.619562	7.856558	0.505375
2013-12-27	0.048496	5.487142	5.416232	94.580677	7.866004	0.515418
2013-12-28	2.816549	8.046794	9.545912	47.164517	7.877220	0.789084
2013-12-29	3.821042	5.352560	5.779255	75.767402	7.890195	0.502964
2013-12-30	0.002582	2.193181	3.206955	95.157425	7.904911	0.187393
2013-12-31	0.001705	1.428121	2.819982	96.717153	7.921351	0.116708
2014-01-01	0.104167	2.150467	3.576752	77.102488	7.939494	0.148492
2014-01-02	0.152441	5.484675	6.436427	37.944358	7.959320	0.455515
2014-01-03	0.583966	6.505015	7.280299	81.847141	7.980803	0.559995
2014-01-04	1.126496	6.774694	7.276213	64.242986	8.003920	0.589540
2014-01-05	0.578808	5.033508	6.557632	30.967595	8.028642	0.414702
2014-01-06	3.366993	5.351654	6.517154	66.137315	8.054942	0.447663
2014-01-07	1.556774	8.513722	9.201497	98.872662	8.082790	0.782177
