Date	DayCount	PFT	Fraction	NumberPlants
2013-01-28	28	0	27.7778	5
2013-01-28	28	1	33.3333	6
2013-01-28	28	2	38.8889	7
2013-01-29	29	0	26.3158	5
2013-01-29	29	1	36.8421	7
2013-01-29	29	2	36.8421	7
2013-01-30	30	0	27.7778	5
2013-01-30	30	1	33.3333	6
2013-01-30	30	2	38.8889	7
2013-01-31	31	0	27.7778	5
2013-01-31	31	1	33.3333	6
2013-01-31	31	2	38.8889	7
2013-02-01	32	0	27.7778	5
2013-02-01	32	1	33.3333	6
2013-02-01	32	2	38.8889	7
2013-02-02	33	0	28.5714	6
2013-02-02	33	1	33.3333	7
2013-02-02	33	2	38.0952	8
2013-02-03	34	0	23.8095	5
2013-02-03	34	1	33.3333	7
2013-02-03	34	2	42.8571	9
2013-02-04	35	0	22.7273	5
2013-02-04	35	1	36.3636	8
2013-02-04	35	2	40.9091	9
2013-02-05	36	0	27.2727	6
2013-02-05	36	1	36.3636	8
2013-02-05	36	2	36.3636	8
2013-02-06	37	0	25	6
2013-02-06	37	1	37.5	9
2013-02-06	37	2	37.5	9
2013-02-07	38	0	21.7391	5
2013-02-07	38	1	39.1304	9
2013-02-07	38	2	39.1304	9
2013-02-08	39	0	26.087	6
2013-02-08	39	1	39.1304	9
2013-02-08	39	2	34.7826	8
2013-02-09	40	0	28	7
2013-02-09	40	1	40	10
2013-02-09	40	2	32	8
2013-02-10	41	0	25.9259	7
2013-02-10	41	1	40.7407	11
2013-02-10	41	2	33.3333	9
2013-02-11	42	0	28.5714	8
2013-02-11	42	1	39.2857	11
2013-02-11	42	2	32.1429	9
2013-02-12	43	0	29.0323	9
2013-02-12	43	1	38.7097	12
2013-02-12	43	2	32.2581	10
2013-02-13	44	0	30.303	10
2013-02-13	44	1	39.3939	13
2013-02-13	44	2	30.303	10
2013-02-14	45	0	29.4118	10
2013-02-14	45	1	38.2353	13
2013-02-14	45	2	32.3529	11
2013-02-15	46	0	28.5714	10
2013-02-15	46	1	40	14
2013-02-15	46	2	31.4286	11
2013-02-16	47	0	27.7778	10
2013-02-16	47	1	38.8889	14
2013-02-16	47	2	33.3333	12
2013-02-17	48	0	27.027	10
2013-02-17	48	1	40.5405	15
2013-02-17	48	2	32.4324	12
2013-02-18	49	0	28.5714	10
2013-02-18	49	1	37.1429	13
2013-02-18	49	2	34.2857	12
2013-02-19	50	0	29.4118	10
2013-02-19	50	1	35.2941	12
2013-02-19	50	2	35.2941	12
2013-02-20	51	0	29.7297	11
2013-02-20	51	1	35.1351	13
2013-02-20	51	2	35.1351	13
2013-02-21	52	0	30.5556	11
2013-02-21	52	1	33.3333	12
2013-02-21	52	2	36.1111	13
2013-02-22	53	0	31.5789	12
2013-02-22	53	1	31.5789	12
2013-02-22	53	2	36.8421	14
2013-02-23	54	0	32.5	13
2013-02-23	54	1	32.5	13
2013-02-23	54	2	35	14
2013-02-24	55	0	31.7073	13
2013-02-24	55	1	31.7073	13
2013-02-24	55	2	36.5854	15
2013-02-25	56	0	32.5	13
2013-02-25	56	1	30	12
2013-02-25	56	2	37.5	15
2013-02-26	57	0	31.5789	12
2013-02-26	57	1	28.9474	11
2013-02-26	57	2	39.4737	15
2013-02-27	58	0	30.7692	12
2013-02-27	58	1	28.2051	11
2013-02-27	58	2	41.0256	16
2013-02-28	59	0	28.9474	11
2013-02-28	59	1	28.9474	11
2013-02-28	59	2	42.1053	16
2013-03-01	60	0	28.2051	11
2013-03-01	60	1	30.7692	12
2013-03-01	60	2	41.0256	16
2013-03-02	61	0	29.2683	12
2013-03-02	61	1	29.2683	12
2013-03-02	61	2	41.4634	17
2013-03-03	62	0	27.907	12
2013-03-03	62	1	30.2326	13
2013-03-03	62	2	41.8605	18
2013-03-04	63	0	29.5455	13
2013-03-04	63	1	29.5455	13
2013-03-04	63	2	40.9091	18
2013-03-05	64	0	30.4348	14
2013-03-05	64	1	28.2609	13
2013-03-05	64	2	41.3043	19
2013-03-06	65	0	31.1111	14
2013-03-06	65	1	31.1111	14
2013-03-06	65	2	37.7778	17
2013-03-07	66	0	30.4348	14
2013-03-07	66	1	32.6087	15
2013-03-07	66	2	36.9565	17
2013-03-08	67	0	31.1111	14
2013-03-08	67	1	33.3333	15
2013-03-08	67	2	35.5556	16
2013-03-09	68	0	31.9149	15
2013-03-09	68	1	34.0426	16
2013-03-09	68	2	34.0426	16
2013-03-10	69	0	31.25	15
2013-03-10	69	1	35.4167	17
2013-03-10	69	2	33.3333	16
2013-03-11	70	0	31.25	15
2013-03-11	70	1	37.5	18
2013-03-11	70	2	31.25	15
2013-03-12	71	0	28.5714	14
2013-03-12	71	1	38.7755	19
2013-03-12	71	2	32.6531	16
2013-03-13	72	0	29.4118	15
2013-03-13	72	1	37.2549	19
2013-03-13	72	2	33.3333	17
2013-03-14	73	0	28.8462	15
2013-03-14	73	1	36.5385	19
2013-03-14	73	2	34.6154	18
2013-03-15	74	0	28.8462	15
2013-03-15	74	1	36.5385	19
2013-03-15	74	2	34.6154	18
2013-03-16	75	0	28.8462	15
2013-03-16	75	1	36.5385	19
2013-03-16	75	2	34.6154	18
2013-03-17	76	0	27.7778	15
2013-03-17	76	1	37.037	20
2013-03-17	76	2	35.1852	19
2013-03-18	77	0	27.2727	15
2013-03-18	77	1	36.3636	20
2013-03-18	77	2	36.3636	20
2013-03-19	78	0	28.5714	16
2013-03-19	78	1	35.7143	20
2013-03-19	78	2	35.7143	20
2013-03-20	79	0	29.3103	17
2013-03-20	79	1	34.4828	20
2013-03-20	79	2	36.2069	21
2013-03-21	80	0	29.3103	17
2013-03-21	80	1	34.4828	20
2013-03-21	80	2	36.2069	21
2013-03-22	81	0	31.0345	18
2013-03-22	81	1	34.4828	20
2013-03-22	81	2	34.4828	20
2013-03-23	82	0	32.2034	19
2013-03-23	82	1	33.8983	20
2013-03-23	82	2	33.8983	20
2013-03-24	83	0	32.7869	20
2013-03-24	83	1	32.7869	20
2013-03-24	83	2	34.4262	21
2013-03-25	84	0	33.871	21
2013-03-25	84	1	32.2581	20
2013-03-25	84	2	33.871	21
2013-03-26	85	0	33.8462	22
2013-03-26	85	1	32.3077	21
2013-03-26	85	2	33.8462	22
2013-03-27	86	0	32.3077	21
2013-03-27	86	1	32.3077	21
2013-03-27	86	2	35.3846	23
2013-03-28	87	0	32.3529	22
2013-03-28	87	1	32.3529	22
2013-03-28	87	2	35.2941	24
2013-03-29	88	0	31.4286	22
2013-03-29	88	1	32.8571	23
2013-03-29	88	2	35.7143	25
2013-03-30	89	0	31.5068	23
2013-03-30	89	1	32.8767	24
2013-03-30	89	2	35.6164	26
2013-03-31	90	0	32.8767	24
2013-03-31	90	1	31.5068	23
2013-03-31	90	2	35.6164	26
2013-04-01	91	0	32.8767	24
2013-04-01	91	1	31.5068	23
2013-04-01	91	2	35.6164	26
2013-04-02	92	0	32.3944	23
2013-04-02	92	1	29.5775	21
2013-04-02	92	2	38.0282	27
2013-04-03	93	0	31.4286	22
2013-04-03	93	1	30	21
2013-04-03	93	2	38.5714	27
2013-04-04	94	0	31.8841	22
2013-04-04	94	1	28.9855	20
2013-04-04	94	2	39.1304	27
2013-04-05	95	0	31.4286	22
2013-04-05	95	1	28.5714	20
2013-04-05	95	2	40	28
2013-04-06	96	0	32.3944	23
2013-04-06	96	1	29.5775	21
2013-04-06	96	2	38.0282	27
2013-04-07	97	0	34.2857	24
2013-04-07	97	1	27.1429	19
2013-04-07	97	2	38.5714	27
2013-04-08	98	0	34.2857	24
2013-04-08	98	1	27.1429	19
2013-04-08	98	2	38.5714	27
2013-04-09	99	0	33.8028	24
2013-04-09	99	1	28.169	20
2013-04-09	99	2	38.0282	27
2013-04-10	100	0	33.3333	24
2013-04-10	100	1	27.7778	20
2013-04-10	100	2	38.8889	28
2013-04-11	101	0	33.3333	24
2013-04-11	101	1	27.7778	20
2013-04-11	101	2	38.8889	28
2013-04-12	102	0	33.3333	23
2013-04-12	102	1	27.5362	19
2013-04-12	102	2	39.1304	27
2013-04-13	103	0	33.3333	23
2013-04-13	103	1	27.5362	19
2013-04-13	103	2	39.1304	27
2013-04-14	104	0	35.3846	23
2013-04-14	104	1	27.6923	18
2013-04-14	104	2	36.9231	24
2013-04-15	105	0	33.7662	26
2013-04-15	105	1	29.8701	23
2013-04-15	105	2	36.3636	28
2013-04-16	106	0	32.9114	26
2013-04-16	106	1	30.3797	24
2013-04-16	106	2	36.7089	29
2013-04-17	107	0	33.7662	26
2013-04-17	107	1	29.8701	23
2013-04-17	107	2	36.3636	28
2013-04-18	108	0	34.6154	27
2013-04-18	108	1	29.4872	23
2013-04-18	108	2	35.8974	28
2013-04-19	109	0	34.6154	27
2013-04-19	109	1	28.2051	22
2013-04-19	109	2	37.1795	29
2013-04-20	110	0	33.3333	26
2013-04-20	110	1	29.4872	23
2013-04-20	110	2	37.1795	29
2013-04-21	111	0	33.75	27
2013-04-21	111	1	28.75	23
2013-04-21	111	2	37.5	30
2013-04-22	112	0	32.5	26
2013-04-22	112	1	30	24
2013-04-22	112	2	37.5	30
2013-04-23	113	0	31.25	25
2013-04-23	113	1	31.25	25
2013-04-23	113	2	37.5	30
2013-04-24	114	0	30.4878	25
2013-04-24	114	1	31.7073	26
2013-04-24	114	2	37.8049	31
2013-04-25	115	0	31.3253	26
2013-04-25	115	1	32.5301	27
2013-04-25	115	2	36.1446	30
2013-04-26	116	0	30.1205	25
2013-04-26	116	1	32.5301	27
2013-04-26	116	2	37.3494	31
2013-04-27	117	0	30.9524	26
2013-04-27	117	1	33.3333	28
2013-04-27	117	2	35.7143	30
2013-04-28	118	0	29.7619	25
2013-04-28	118	1	34.5238	29
2013-04-28	118	2	35.7143	30
2013-04-29	119	0	29.7619	25
2013-04-29	119	1	34.5238	29
2013-04-29	119	2	35.7143	30
2013-04-30	120	0	29.4118	25
2013-04-30	120	1	34.1176	29
2013-04-30	120	2	36.4706	31
2013-05-01	121	0	29.8851	26
2013-05-01	121	1	33.3333	29
2013-05-01	121	2	36.7816	32
2013-05-02	122	0	30.2326	26
2013-05-02	122	1	33.7209	29
2013-05-02	122	2	36.0465	31
2013-05-03	123	0	31.0345	27
2013-05-03	123	1	33.3333	29
2013-05-03	123	2	35.6322	31
2013-05-04	124	0	31.3953	27
2013-05-04	124	1	33.7209	29
2013-05-04	124	2	34.8837	30
2013-05-05	125	0	31.0345	27
2013-05-05	125	1	34.4828	30
2013-05-05	125	2	34.4828	30
2013-05-06	126	0	31.1111	28
2013-05-06	126	1	34.4444	31
2013-05-06	126	2	34.4444	31
2013-05-07	127	0	31.0345	27
2013-05-07	127	1	33.3333	29
2013-05-07	127	2	35.6322	31
2013-05-08	128	0	31.7647	27
2013-05-08	128	1	34.1176	29
2013-05-08	128	2	34.1176	29
2013-05-09	129	0	30.5882	26
2013-05-09	129	1	35.2941	30
2013-05-09	129	2	34.1176	29
2013-05-10	130	0	30.5882	26
2013-05-10	130	1	35.2941	30
2013-05-10	130	2	34.1176	29
2013-05-11	131	0	30.5882	26
2013-05-11	131	1	35.2941	30
2013-05-11	131	2	34.1176	29
2013-05-12	132	0	31.0345	27
2013-05-12	132	1	35.6322	31
2013-05-12	132	2	33.3333	29
2013-05-13	133	0	29.8851	26
2013-05-13	133	1	35.6322	31
2013-05-13	133	2	34.4828	30
2013-05-14	134	0	28.4091	25
2013-05-14	134	1	36.3636	32
2013-05-14	134	2	35.2273	31
2013-05-15	135	0	29.5455	26
2013-05-15	135	1	36.3636	32
2013-05-15	135	2	34.0909	30
2013-05-16	136	0	28.0899	25
2013-05-16	136	1	37.0787	33
2013-05-16	136	2	34.8315	31
2013-05-17	137	0	28.0899	25
2013-05-17	137	1	37.0787	33
2013-05-17	137	2	34.8315	31
2013-05-18	138	0	28.8889	26
2013-05-18	138	1	35.5556	32
2013-05-18	138	2	35.5556	32
2013-05-19	139	0	29.6703	27
2013-05-19	139	1	34.0659	31
2013-05-19	139	2	36.2637	33
2013-05-20	140	0	30	27
2013-05-20	140	1	33.3333	30
2013-05-20	140	2	36.6667	33
2013-05-21	141	0	30.7692	28
2013-05-21	141	1	31.8681	29
2013-05-21	141	2	37.3626	34
2013-05-22	142	0	31.8681	29
2013-05-22	142	1	29.6703	27
2013-05-22	142	2	38.4615	35
2013-05-23	143	0	30.6818	27
2013-05-23	143	1	30.6818	27
2013-05-23	143	2	38.6364	34
2013-05-24	144	0	31.8182	28
2013-05-24	144	1	30.6818	27
2013-05-24	144	2	37.5	33
2013-05-25	145	0	31.0345	27
2013-05-25	145	1	31.0345	27
2013-05-25	145	2	37.931	33
2013-05-26	146	0	31.0345	27
2013-05-26	146	1	31.0345	27
2013-05-26	146	2	37.931	33
2013-05-27	147	0	30.2326	26
2013-05-27	147	1	30.2326	26
2013-05-27	147	2	39.5349	34
2013-05-28	148	0	28.5714	24
2013-05-28	148	1	30.9524	26
2013-05-28	148	2	40.4762	34
2013-05-29	149	0	28.5714	24
2013-05-29	149	1	30.9524	26
2013-05-29	149	2	40.4762	34
2013-05-30	150	0	29.2683	24
2013-05-30	150	1	31.7073	26
2013-05-30	150	2	39.0244	32
2013-05-31	151	0	28.5714	22
2013-05-31	151	1	32.4675	25
2013-05-31	151	2	38.961	30
2013-06-01	152	0	27.2727	21
2013-06-01	152	1	32.4675	25
2013-06-01	152	2	40.2597	31
2013-06-02	153	0	25.641	20
2013-06-02	153	1	33.3333	26
2013-06-02	153	2	41.0256	32
2013-06-03	154	0	25.3165	20
2013-06-03	154	1	32.9114	26
2013-06-03	154	2	41.7722	33
2013-06-04	155	0	24.0506	19
2013-06-04	155	1	34.1772	27
2013-06-04	155	2	41.7722	33
2013-06-05	156	0	25	19
2013-06-05	156	1	31.5789	24
2013-06-05	156	2	43.4211	33
2013-06-06	157	0	25.6757	19
2013-06-06	157	1	32.4324	24
2013-06-06	157	2	41.8919	31
2013-06-07	158	0	26.0274	19
2013-06-07	158	1	34.2466	25
2013-06-07	158	2	39.726	29
2013-06-08	159	0	26.3889	19
2013-06-08	159	1	34.7222	25
2013-06-08	159	2	38.8889	28
2013-06-09	160	0	25	18
2013-06-09	160	1	36.1111	26
2013-06-09	160	2	38.8889	28
2013-06-10	161	0	24.6575	18
2013-06-10	161	1	35.6164	26
2013-06-10	161	2	39.726	29
2013-06-11	162	0	25	18
2013-06-11	162	1	34.7222	25
2013-06-11	162	2	40.2778	29
2013-06-12	163	0	24.6575	18
2013-06-12	163	1	34.2466	25
2013-06-12	163	2	41.0959	30
2013-06-13	164	0	26.3889	19
2013-06-13	164	1	33.3333	24
2013-06-13	164	2	40.2778	29
2013-06-14	165	0	26.0274	19
2013-06-14	165	1	34.2466	25
2013-06-14	165	2	39.726	29
2013-06-15	166	0	26.6667	20
2013-06-15	166	1	34.6667	26
2013-06-15	166	2	38.6667	29
2013-06-16	167	0	25	19
2013-06-16	167	1	35.5263	27
2013-06-16	167	2	39.4737	30
2013-06-17	168	0	25.641	20
2013-06-17	168	1	35.8974	28
2013-06-17	168	2	38.4615	30
2013-06-18	169	0	25.3165	20
2013-06-18	169	1	35.443	28
2013-06-18	169	2	39.2405	31
2013-06-19	170	0	24.359	19
2013-06-19	170	1	37.1795	29
2013-06-19	170	2	38.4615	30
2013-06-20	171	0	25	20
2013-06-20	171	1	36.25	29
2013-06-20	171	2	38.75	31
2013-06-21	172	0	24.3902	20
2013-06-21	172	1	36.5854	30
2013-06-21	172	2	39.0244	32
2013-06-22	173	0	23.8095	20
2013-06-22	173	1	36.9048	31
2013-06-22	173	2	39.2857	33
2013-06-23	174	0	23.5294	20
2013-06-23	174	1	37.6471	32
2013-06-23	174	2	38.8235	33
2013-06-24	175	0	24.1379	21
2013-06-24	175	1	37.931	33
2013-06-24	175	2	37.931	33
2013-06-25	176	0	25	22
2013-06-25	176	1	38.6364	34
2013-06-25	176	2	36.3636	32
2013-06-26	177	0	25.5814	22
2013-06-26	177	1	38.3721	33
2013-06-26	177	2	36.0465	31
2013-06-27	178	0	26.1905	22
2013-06-27	178	1	36.9048	31
2013-06-27	178	2	36.9048	31
2013-06-28	179	0	25.8824	22
2013-06-28	179	1	36.4706	31
2013-06-28	179	2	37.6471	32
2013-06-29	180	0	25	21
2013-06-29	180	1	36.9048	31
2013-06-29	180	2	38.0952	32
2013-06-30	181	0	25.5814	22
2013-06-30	181	1	37.2093	32
2013-06-30	181	2	37.2093	32
2013-07-01	182	0	25.5814	22
2013-07-01	182	1	37.2093	32
2013-07-01	182	2	37.2093	32
2013-07-02	183	0	25.2874	22
2013-07-02	183	1	37.931	33
2013-07-02	183	2	36.7816	32
2013-07-03	184	0	23.8636	21
2013-07-03	184	1	38.6364	34
2013-07-03	184	2	37.5	33
2013-07-04	185	0	23.5955	21
2013-07-04	185	1	38.2022	34
2013-07-04	185	2	38.2022	34
2013-07-05	186	0	24.7191	22
2013-07-05	186	1	38.2022	34
2013-07-05	186	2	37.0787	33
2013-07-06	187	0	24.7191	22
2013-07-06	187	1	38.2022	34
2013-07-06	187	2	37.0787	33
2013-07-07	188	0	24.4444	22
2013-07-07	188	1	37.7778	34
2013-07-07	188	2	37.7778	34
2013-07-08	189	0	24.7191	22
2013-07-08	189	1	38.2022	34
2013-07-08	189	2	37.0787	33
2013-07-09	190	0	24.4444	22
2013-07-09	190	1	37.7778	34
2013-07-09	190	2	37.7778	34
2013-07-10	191	0	24.4444	22
2013-07-10	191	1	37.7778	34
2013-07-10	191	2	37.7778	34
2013-07-11	192	0	24.1758	22
2013-07-11	192	1	38.4615	35
2013-07-11	192	2	37.3626	34
2013-07-12	193	0	25.5556	23
2013-07-12	193	1	37.7778	34
2013-07-12	193	2	36.6667	33
2013-07-13	194	0	25.2747	23
2013-07-13	194	1	37.3626	34
2013-07-13	194	2	37.3626	34
2013-07-14	195	0	26.087	24
2013-07-14	195	1	38.0435	35
2013-07-14	195	2	35.8696	33
2013-07-15	196	0	25.2747	23
2013-07-15	196	1	38.4615	35
2013-07-15	196	2	36.2637	33
2013-07-16	197	0	25	23
2013-07-16	197	1	39.1304	36
2013-07-16	197	2	35.8696	33
2013-07-17	198	0	24.7312	23
2013-07-17	198	1	38.7097	36
2013-07-17	198	2	36.5591	34
2013-07-18	199	0	24.4444	22
2013-07-18	199	1	40	36
2013-07-18	199	2	35.5556	32
2013-07-19	200	0	24.1758	22
2013-07-19	200	1	40.6593	37
2013-07-19	200	2	35.1648	32
2013-07-20	201	0	24.4444	22
2013-07-20	201	1	38.8889	35
2013-07-20	201	2	36.6667	33
2013-07-21	202	0	24.7312	23
2013-07-21	202	1	38.7097	36
2013-07-21	202	2	36.5591	34
2013-07-22	203	0	23.0769	21
2013-07-22	203	1	39.5604	36
2013-07-22	203	2	37.3626	34
2013-07-23	204	0	23.913	22
2013-07-23	204	1	39.1304	36
2013-07-23	204	2	36.9565	34
2013-07-24	205	0	23.6559	22
2013-07-24	205	1	38.7097	36
2013-07-24	205	2	37.6344	35
2013-07-25	206	0	24.2105	23
2013-07-25	206	1	38.9474	37
2013-07-25	206	2	36.8421	35
2013-07-26	207	0	22.5806	21
2013-07-26	207	1	39.7849	37
2013-07-26	207	2	37.6344	35
2013-07-27	208	0	22.3404	21
2013-07-27	208	1	39.3617	37
2013-07-27	208	2	38.2979	36
2013-07-28	209	0	21.7391	20
2013-07-28	209	1	39.1304	36
2013-07-28	209	2	39.1304	36
2013-07-29	210	0	21.5054	20
2013-07-29	210	1	39.7849	37
2013-07-29	210	2	38.7097	36
2013-07-30	211	0	21.2766	20
2013-07-30	211	1	40.4255	38
2013-07-30	211	2	38.2979	36
2013-07-31	212	0	22.3404	21
2013-07-31	212	1	40.4255	38
2013-07-31	212	2	37.234	35
2013-08-01	213	0	22.5806	21
2013-08-01	213	1	40.8602	38
2013-08-01	213	2	36.5591	34
2013-08-02	214	0	19.7802	18
2013-08-02	214	1	42.8571	39
2013-08-02	214	2	37.3626	34
2013-08-03	215	0	19.7802	18
2013-08-03	215	1	42.8571	39
2013-08-03	215	2	37.3626	34
2013-08-04	216	0	19.3182	17
2013-08-04	216	1	43.1818	38
2013-08-04	216	2	37.5	33
2013-08-05	217	0	20	18
2013-08-05	217	1	42.2222	38
2013-08-05	217	2	37.7778	34
2013-08-06	218	0	20	18
2013-08-06	218	1	41.1111	37
2013-08-06	218	2	38.8889	35
2013-08-07	219	0	19.3182	17
2013-08-07	219	1	42.0455	37
2013-08-07	219	2	38.6364	34
2013-08-08	220	0	19.5402	17
2013-08-08	220	1	42.5287	37
2013-08-08	220	2	37.931	33
2013-08-09	221	0	19.5402	17
2013-08-09	221	1	42.5287	37
2013-08-09	221	2	37.931	33
2013-08-10	222	0	19.7674	17
2013-08-10	222	1	43.0233	37
2013-08-10	222	2	37.2093	32
2013-08-11	223	0	19.5402	17
2013-08-11	223	1	43.6782	38
2013-08-11	223	2	36.7816	32
2013-08-12	224	0	21.1765	18
2013-08-12	224	1	43.5294	37
2013-08-12	224	2	35.2941	30
2013-08-13	225	0	22.619	19
2013-08-13	225	1	41.6667	35
2013-08-13	225	2	35.7143	30
2013-08-14	226	0	22.619	19
2013-08-14	226	1	41.6667	35
2013-08-14	226	2	35.7143	30
2013-08-15	227	0	24.0964	20
2013-08-15	227	1	40.9639	34
2013-08-15	227	2	34.9398	29
2013-08-16	228	0	24.0964	20
2013-08-16	228	1	40.9639	34
2013-08-16	228	2	34.9398	29
2013-08-17	229	0	23.5294	20
2013-08-17	229	1	41.1765	35
2013-08-17	229	2	35.2941	30
2013-08-18	230	0	24.1379	21
2013-08-18	230	1	40.2299	35
2013-08-18	230	2	35.6322	31
2013-08-19	231	0	24.1379	21
2013-08-19	231	1	40.2299	35
2013-08-19	231	2	35.6322	31
2013-08-20	232	0	25	22
2013-08-20	232	1	39.7727	35
2013-08-20	232	2	35.2273	31
2013-08-21	233	0	25.5556	23
2013-08-21	233	1	40	36
2013-08-21	233	2	34.4444	31
2013-08-22	234	0	26.1364	23
2013-08-22	234	1	37.5	33
2013-08-22	234	2	36.3636	32
2013-08-23	235	0	28.0488	23
2013-08-23	235	1	34.1463	28
2013-08-23	235	2	37.8049	31
2013-08-24	236	0	28.5714	24
2013-08-24	236	1	34.5238	29
2013-08-24	236	2	36.9048	31
2013-08-25	237	0	28.5714	24
2013-08-25	237	1	34.5238	29
2013-08-25	237	2	36.9048	31
2013-08-26	238	0	28.9157	24
2013-08-26	238	1	34.9398	29
2013-08-26	238	2	36.1446	30
2013-08-27	239	0	28.5714	24
2013-08-27	239	1	34.5238	29
2013-08-27	239	2	36.9048	31
2013-08-28	240	0	28.5714	24
2013-08-28	240	1	33.3333	28
2013-08-28	240	2	38.0952	32
2013-08-29	241	0	28.7356	25
2013-08-29	241	1	33.3333	29
2013-08-29	241	2	37.931	33
2013-08-30	242	0	27.5862	24
2013-08-30	242	1	33.3333	29
2013-08-30	242	2	39.0805	34
2013-08-31	243	0	27.2727	24
2013-08-31	243	1	34.0909	30
2013-08-31	243	2	38.6364	34
2013-09-01	244	0	27.2727	24
2013-09-01	244	1	32.9545	29
2013-09-01	244	2	39.7727	35
2013-09-02	245	0	25	22
2013-09-02	245	1	34.0909	30
2013-09-02	245	2	40.9091	36
2013-09-03	246	0	25	22
2013-09-03	246	1	34.0909	30
2013-09-03	246	2	40.9091	36
2013-09-04	247	0	24.7191	22
2013-09-04	247	1	33.7079	30
2013-09-04	247	2	41.573	37
2013-09-05	248	0	23.8636	21
2013-09-05	248	1	34.0909	30
2013-09-05	248	2	42.0455	37
2013-09-06	249	0	25.2874	22
2013-09-06	249	1	33.3333	29
2013-09-06	249	2	41.3793	36
2013-09-07	250	0	25	22
2013-09-07	250	1	32.9545	29
2013-09-07	250	2	42.0455	37
2013-09-08	251	0	24.7191	22
2013-09-08	251	1	32.5843	29
2013-09-08	251	2	42.6966	38
2013-09-09	252	0	25	22
2013-09-09	252	1	31.8182	28
2013-09-09	252	2	43.1818	38
2013-09-10	253	0	25.8427	23
2013-09-10	253	1	31.4607	28
2013-09-10	253	2	42.6966	38
2013-09-11	254	0	25.5556	23
2013-09-11	254	1	32.2222	29
2013-09-11	254	2	42.2222	38
2013-09-12	255	0	25.8427	23
2013-09-12	255	1	33.7079	30
2013-09-12	255	2	40.4494	36
2013-09-13	256	0	25.8824	22
2013-09-13	256	1	34.1176	29
2013-09-13	256	2	40	34
2013-09-14	257	0	26.1905	22
2013-09-14	257	1	33.3333	28
2013-09-14	257	2	40.4762	34
2013-09-15	258	0	25	21
2013-09-15	258	1	34.5238	29
2013-09-15	258	2	40.4762	34
2013-09-16	259	0	23.4568	19
2013-09-16	259	1	35.8025	29
2013-09-16	259	2	40.7407	33
2013-09-17	260	0	21.25	17
2013-09-17	260	1	37.5	30
2013-09-17	260	2	41.25	33
2013-09-18	261	0	22.2222	18
2013-09-18	261	1	37.037	30
2013-09-18	261	2	40.7407	33
2013-09-19	262	0	21.25	17
2013-09-19	262	1	36.25	29
2013-09-19	262	2	42.5	34
2013-09-20	263	0	21.25	17
2013-09-20	263	1	36.25	29
2013-09-20	263	2	42.5	34
2013-09-21	264	0	20.9877	17
2013-09-21	264	1	35.8025	29
